participant_uid,participant_index,trial_number,pattern_id,success,solution_sequence_ops,solution_sequence_ops_json,solution_sequence_steps_json,solution_sequence_symbolic_json,solution_sequence_symbolic_str,solution_signature,steps_count,time_spent_sec
P_1769029307983_85g37540x,25,10,10,1,reflect_h -> reflect_v -> add -> add -> add -> overlap -> add -> invert,"[""reflect_h"",""reflect_v"",""add"",""add"",""add"",""overlap"",""add"",""invert""]","[""reflect_h"",""reflect_v"",""add"",""add"",""add"",""overlap"",""add"",""invert""]","[""W1 = reflect_h(line_h)"",""W2 = reflect_v(line_v)"",""W3 = add(line_h, W1)"",""W4 = add(W2, line_v)"",""W5 = add(W3, W4)"",""W6 = overlap(W4, W3)"",""W7 = add(square, W6)"",""W8 = invert(W7)""]","W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(line_h, W1) ; W4 = add(W2, line_v) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = add(square, W6) ; W8 = invert(W7)",reflect_h|reflect_v|add|add|add|overlap|add|invert,8,56.89
P_1769029307983_85g37540x,25,11,11,1,reflect_h -> reflect_v -> add -> add -> invert -> invert -> add -> invert -> overlap -> add,"[""reflect_h"",""reflect_v"",""add"",""add"",""invert"",""invert"",""add"",""invert"",""overlap"",""add""]","[""reflect_h"",""reflect_v"",""add"",""add"",""invert"",""invert"",""add"",""invert"",""overlap"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = reflect_v(line_v)"",""W3 = add(line_h, W1)"",""W4 = add(W2, line_v)"",""W5 = invert(W3)"",""W6 = invert(W4)"",""W7 = add(W4, W3)"",""W8 = invert(W7)"",""W9 = overlap(W3, W4)"",""W10 = add(W9, W8)""]","W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(line_h, W1) ; W4 = add(W2, line_v) ; W5 = invert(W3) ; W6 = invert(W4) ; W7 = add(W4, W3) ; W8 = invert(W7) ; W9 = overlap(W3, W4) ; W10 = add(W9, W8)",reflect_h|reflect_v|add|add|invert|invert|add|invert|overlap|add,10,108.534
P_1769029307983_85g37540x,25,12,12,0,reflect_h -> reflect_v,"[""reflect_h"",""reflect_v""]","[""reflect_h"",""reflect_v""]","[""W1 = reflect_h(line_h)"",""W2 = reflect_v(line_v)""]",W1 = reflect_h(line_h) ; W2 = reflect_v(line_v),reflect_h|reflect_v,2,30.749
P_1769029307983_85g37540x,25,13,13,1,reflect_h -> reflect_v -> add -> add -> add -> overlap -> reflect_h -> add -> subtract,"[""reflect_h"",""reflect_v"",""add"",""add"",""add"",""overlap"",""reflect_h"",""add"",""subtract""]","[""reflect_h"",""reflect_v"",""add"",""add"",""add"",""overlap"",""reflect_h"",""add"",""subtract""]","[""W1 = reflect_h(line_h)"",""W2 = reflect_v(line_v)"",""W3 = add(line_h, W1)"",""W4 = add(W2, line_v)"",""W5 = add(W3, W4)"",""W6 = overlap(W3, W4)"",""W7 = reflect_h(diag)"",""W8 = add(diag, W7)"",""W9 = subtract(W8, W6)""]","W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(line_h, W1) ; W4 = add(W2, line_v) ; W5 = add(W3, W4) ; W6 = overlap(W3, W4) ; W7 = reflect_h(diag) ; W8 = add(diag, W7) ; W9 = subtract(W8, W6)",reflect_h|reflect_v|add|add|add|overlap|reflect_h|add|subtract,9,92.607
P_1769029307983_85g37540x,25,14,14,0,reflect_h -> reflect_v -> add -> add -> add,"[""reflect_h"",""reflect_v"",""add"",""add"",""add""]","[""reflect_h"",""reflect_v"",""add"",""add"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = reflect_v(line_v)"",""W3 = add(W1, line_h)"",""W4 = add(line_v, W2)"",""W5 = add(diag, W4)""]","W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(W1, line_h) ; W4 = add(line_v, W2) ; W5 = add(diag, W4)",reflect_h|reflect_v|add|add|add,5,22.533
P_1769029294465_dtq2u4zb9,26,1,1,1,add -> reflect_v -> add -> add -> reflect_v -> add -> add -> reflect_v -> add -> reflect_h -> add -> add,"[""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = add(line_v, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(line_v, W2)"",""W4 = add(line_h, line_h)"",""W5 = reflect_v(line_h)"",""W6 = add(line_h, line_h)"",""W7 = add(line_h, line_v)"",""W8 = reflect_v(W7)"",""W9 = add(line_v, W2)"",""W10 = reflect_h(line_h)"",""W11 = add(line_h, W10)"",""W12 = add(W11, W9)""]","W1 = add(line_v, line_v) ; W2 = reflect_v(line_v) ; W3 = add(line_v, W2) ; W4 = add(line_h, line_h) ; W5 = reflect_v(line_h) ; W6 = add(line_h, line_h) ; W7 = add(line_h, line_v) ; W8 = reflect_v(W7) ; W9 = add(line_v, W2) ; W10 = reflect_h(line_h) ; W11 = add(line_h, W10) ; W12 = add(W11, W9)",add|reflect_v|add|add|reflect_v|add|add|reflect_v|add|reflect_h|add|add,12,158.966
P_1769029294465_dtq2u4zb9,26,2,2,1,add -> reflect_h -> add -> add -> reflect_v -> add -> add -> add,"[""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""add"",""add""]","[""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""add"",""add""]","[""W1 = add(line_h, blank)"",""W2 = reflect_h(line_h)"",""W3 = add(line_h, W2)"",""W4 = add(line_v, blank)"",""W5 = reflect_v(line_v)"",""W6 = add(line_v, W5)"",""W7 = add(W3, W6)"",""W8 = add(square, W7)""]","W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) ; W8 = add(square, W7)",add|reflect_h|add|add|reflect_v|add|add|add,8,86.754
P_1769029294465_dtq2u4zb9,26,3,3,1,invert -> invert -> invert -> invert -> overlap,"[""invert"",""invert"",""invert"",""invert"",""overlap""]","[""invert"",""invert"",""invert"",""invert"",""overlap""]","[""W1 = invert(square)"",""W2 = invert(H424)"",""W3 = invert(square)"",""W4 = invert(square)"",""W5 = overlap(W4, W2)""]","W1 = invert(square) ; W2 = invert(H424) ; W3 = invert(square) ; W4 = invert(square) ; W5 = overlap(W4, W2)",invert|invert|invert|invert|overlap,5,157.358
P_1769029294465_dtq2u4zb9,26,4,4,1,add -> add -> invert -> reflect_v -> overlap -> overlap,"[""add"",""add"",""invert"",""reflect_v"",""overlap"",""overlap""]","[""add"",""add"",""invert"",""reflect_v"",""overlap"",""overlap""]","[""W1 = add(square, blank)"",""W2 = add(square, blank)"",""W3 = invert(diag)"",""W4 = reflect_v(W3)"",""W5 = overlap(W3, W4)"",""W6 = overlap(W5, square)""]","W1 = add(square, blank) ; W2 = add(square, blank) ; W3 = invert(diag) ; W4 = reflect_v(W3) ; W5 = overlap(W3, W4) ; W6 = overlap(W5, square)",add|add|invert|reflect_v|overlap|overlap,6,88.315
P_1769029294465_dtq2u4zb9,26,5,5,1,add -> invert -> reflect_d -> reflect_v -> add -> overlap -> invert -> add,"[""add"",""invert"",""reflect_d"",""reflect_v"",""add"",""overlap"",""invert"",""add""]","[""add"",""invert"",""reflect_d"",""reflect_v"",""add"",""overlap"",""invert"",""add""]","[""W1 = add(square, square)"",""W2 = invert(diag)"",""W3 = reflect_d(W2)"",""W4 = reflect_v(W3)"",""W5 = add(W3, W4)"",""W6 = overlap(W4, W3)"",""W7 = invert(W6)"",""W8 = add(W7, square)""]","W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6) ; W8 = add(W7, square)",add|invert|reflect_d|reflect_v|add|overlap|invert|add,8,67.277
P_1769029294465_dtq2u4zb9,26,6,6,1,invert -> invert -> overlap,"[""invert"",""invert"",""overlap""]","[""invert"",""invert"",""overlap""]","[""W1 = invert(H427)"",""W2 = invert(square)"",""W3 = overlap(W1, W2)""]","W1 = invert(H427) ; W2 = invert(square) ; W3 = overlap(W1, W2)",invert|invert|overlap,3,23.313
P_1769029294465_dtq2u4zb9,26,7,7,1,add,"[""add""]","[""add""]","[""W1 = add(H427, H424)""]","W1 = add(H427, H424)",add,1,9.662
P_1769029294465_dtq2u4zb9,26,8,8,0,add -> add -> reflect_h -> add -> invert -> reflect_d -> add -> reflect_v -> overlap,"[""add"",""add"",""reflect_h"",""add"",""invert"",""reflect_d"",""add"",""reflect_v"",""overlap""]","[""add"",""add"",""reflect_h"",""add"",""invert"",""reflect_d"",""add"",""reflect_v"",""overlap""]","[""W1 = add(H424, blank)"",""W2 = add(square, square)"",""W3 = reflect_h(H426)"",""W4 = add(H427, blank)"",""W5 = invert(diag)"",""W6 = reflect_d(W5)"",""W7 = add(W6, W6)"",""W8 = reflect_v(W7)"",""W9 = overlap(W8, W7)""]","W1 = add(H424, blank) ; W2 = add(square, square) ; W3 = reflect_h(H426) ; W4 = add(H427, blank) ; W5 = invert(diag) ; W6 = reflect_d(W5) ; W7 = add(W6, W6) ; W8 = reflect_v(W7) ; W9 = overlap(W8, W7)",add|add|reflect_h|add|invert|reflect_d|add|reflect_v|overlap,9,266.238
P_1769029294465_dtq2u4zb9,26,9,9,0,add -> reflect_v -> reflect_h,"[""add"",""reflect_v"",""reflect_h""]","[""add"",""reflect_v"",""reflect_h""]","[""W1 = add(square, H427)"",""W2 = reflect_v(tri)"",""W3 = reflect_h(tri)""]","W1 = add(square, H427) ; W2 = reflect_v(tri) ; W3 = reflect_h(tri)",add|reflect_v|reflect_h,3,97.132
P_1769029294465_dtq2u4zb9,26,10,10,0,invert -> add -> invert -> overlap -> add -> invert -> add -> add,"[""invert"",""add"",""invert"",""overlap"",""add"",""invert"",""add"",""add""]","[""invert"",""add"",""invert"",""overlap"",""add"",""invert"",""add"",""add""]","[""W1 = invert(square)"",""W2 = add(H425, H426)"",""W3 = invert(W2)"",""W4 = overlap(W1, W3)"",""W5 = add(tri, tri)"",""W6 = invert(tri)"",""W7 = add(tri, W6)"",""W8 = add(H426, H426)""]","W1 = invert(square) ; W2 = add(H425, H426) ; W3 = invert(W2) ; W4 = overlap(W1, W3) ; W5 = add(tri, tri) ; W6 = invert(tri) ; W7 = add(tri, W6) ; W8 = add(H426, H426)",invert|add|invert|overlap|add|invert|add|add,8,250.819
P_1769029294465_dtq2u4zb9,26,11,11,1,invert -> overlap -> invert -> add -> reflect_v -> add -> add,"[""invert"",""overlap"",""invert"",""add"",""reflect_v"",""add"",""add""]","[""invert"",""overlap"",""invert"",""add"",""reflect_v"",""add"",""add""]","[""W1 = invert(H424)"",""W2 = overlap(H424, square)"",""W3 = invert(blank)"",""W4 = add(diag, diag)"",""W5 = reflect_v(diag)"",""W6 = add(diag, W5)"",""W7 = add(W1, W6)""]","W1 = invert(H424) ; W2 = overlap(H424, square) ; W3 = invert(blank) ; W4 = add(diag, diag) ; W5 = reflect_v(diag) ; W6 = add(diag, W5) ; W7 = add(W1, W6)",invert|overlap|invert|add|reflect_v|add|add,7,144.081
P_1769029294465_dtq2u4zb9,26,12,12,1,add -> invert -> overlap -> overlap -> add -> overlap -> add -> add,"[""add"",""invert"",""overlap"",""overlap"",""add"",""overlap"",""add"",""add""]","[""add"",""invert"",""overlap"",""overlap"",""add"",""overlap"",""add"",""add""]","[""W1 = add(H424, square)"",""W2 = invert(H427)"",""W3 = overlap(W1, W2)"",""W4 = overlap(W3, square)"",""W5 = add(H424, square)"",""W6 = overlap(W2, W5)"",""W7 = add(square, square)"",""W8 = add(square, W6)""]","W1 = add(H424, square) ; W2 = invert(H427) ; W3 = overlap(W1, W2) ; W4 = overlap(W3, square) ; W5 = add(H424, square) ; W6 = overlap(W2, W5) ; W7 = add(square, square) ; W8 = add(square, W6)",add|invert|overlap|overlap|add|overlap|add|add,8,126.175
P_1769029294465_dtq2u4zb9,26,13,13,1,add -> invert -> overlap,"[""add"",""invert"",""overlap""]","[""add"",""invert"",""overlap""]","[""W1 = add(H427, H427)"",""W2 = invert(H426)"",""W3 = overlap(W1, W2)""]","W1 = add(H427, H427) ; W2 = invert(H426) ; W3 = overlap(W1, W2)",add|invert|overlap,3,27.87
P_1769029294465_dtq2u4zb9,26,14,14,0,subtract -> add -> invert -> invert -> invert -> overlap -> invert,"[""subtract"",""add"",""invert"",""invert"",""invert"",""overlap"",""invert""]","[""subtract"",""add"",""invert"",""invert"",""invert"",""overlap"",""invert""]","[""W1 = subtract(H427, H424)"",""W2 = add(H427, H424)"",""W3 = invert(H427)"",""W4 = invert(blank)"",""W5 = invert(W2)"",""W6 = overlap(W4, W5)"",""W7 = invert(H427)""]","W1 = subtract(H427, H424) ; W2 = add(H427, H424) ; W3 = invert(H427) ; W4 = invert(blank) ; W5 = invert(W2) ; W6 = overlap(W4, W5) ; W7 = invert(H427)",subtract|add|invert|invert|invert|overlap|invert,7,194.624
P_1769030103067_dl90jq9kw,27,1,1,1,add -> reflect_v -> reflect_h -> add -> add,"[""add"",""reflect_v"",""reflect_h"",""add"",""add""]","[""add"",""reflect_v"",""reflect_h"",""add"",""add""]","[""W1 = add(line_v, line_h)"",""W2 = reflect_v(line_v)"",""W3 = reflect_h(line_h)"",""W4 = add(W1, W2)"",""W5 = add(W3, W4)""]","W1 = add(line_v, line_h) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_h) ; W4 = add(W1, W2) ; W5 = add(W3, W4)",add|reflect_v|reflect_h|add|add,5,85.834
P_1769030103067_dl90jq9kw,27,2,2,1,add -> add -> add -> add,"[""add"",""add"",""add"",""add""]","[""add"",""add"",""add"",""add""]","[""W1 = add(square, line_v)"",""W2 = add(H430, W1)"",""W3 = add(W2, H431)"",""W4 = add(W3, line_h)""]","W1 = add(square, line_v) ; W2 = add(H430, W1) ; W3 = add(W2, H431) ; W4 = add(W3, line_h)",add|add|add|add,4,59.428
P_1769030103067_dl90jq9kw,27,3,3,1,invert -> invert -> invert -> subtract -> subtract -> reflect_v -> reflect_v -> subtract -> subtract -> reflect_h -> subtract,"[""invert"",""invert"",""invert"",""subtract"",""subtract"",""reflect_v"",""reflect_v"",""subtract"",""subtract"",""reflect_h"",""subtract""]","[""invert"",""invert"",""invert"",""subtract"",""subtract"",""reflect_v"",""reflect_v"",""subtract"",""subtract"",""reflect_h"",""subtract""]","[""W1 = invert(square)"",""W2 = invert(blank)"",""W3 = invert(square)"",""W4 = subtract(W3, line_v)"",""W5 = subtract(W4, line_h)"",""W6 = reflect_v(line_v)"",""W7 = reflect_v(line_v)"",""W8 = subtract(W7, W7)"",""W9 = subtract(W5, W7)"",""W10 = reflect_h(line_h)"",""W11 = subtract(W9, W10)""]","W1 = invert(square) ; W2 = invert(blank) ; W3 = invert(square) ; W4 = subtract(W3, line_v) ; W5 = subtract(W4, line_h) ; W6 = reflect_v(line_v) ; W7 = reflect_v(line_v) ; W8 = subtract(W7, W7) ; W9 = subtract(W5, W7) ; W10 = reflect_h(line_h) ; W11 = subtract(W9, W10)",invert|invert|invert|subtract|subtract|reflect_v|reflect_v|subtract|subtract|reflect_h|subtract,11,435.528
P_1769030103067_dl90jq9kw,27,4,4,1,add -> subtract -> reflect_v -> subtract,"[""add"",""subtract"",""reflect_v"",""subtract""]","[""add"",""subtract"",""reflect_v"",""subtract""]","[""W1 = add(square, square)"",""W2 = subtract(square, diag)"",""W3 = reflect_v(diag)"",""W4 = subtract(W2, W3)""]","W1 = add(square, square) ; W2 = subtract(square, diag) ; W3 = reflect_v(diag) ; W4 = subtract(W2, W3)",add|subtract|reflect_v|subtract,4,74.378
P_1769030103067_dl90jq9kw,27,5,5,1,add -> reflect_h -> add,"[""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""add""]","[""W1 = add(square, diag)"",""W2 = reflect_h(diag)"",""W3 = add(W1, W2)""]","W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",add|reflect_h|add,3,43.585
P_1769030103067_dl90jq9kw,27,6,6,1,invert -> invert -> invert -> reflect_h -> invert -> overlap -> overlap,"[""invert"",""invert"",""invert"",""reflect_h"",""invert"",""overlap"",""overlap""]","[""invert"",""invert"",""invert"",""reflect_h"",""invert"",""overlap"",""overlap""]","[""W1 = invert(square)"",""W2 = invert(blank)"",""W3 = invert(diag)"",""W4 = reflect_h(diag)"",""W5 = invert(W4)"",""W6 = overlap(W3, W5)"",""W7 = overlap(W1, W6)""]","W1 = invert(square) ; W2 = invert(blank) ; W3 = invert(diag) ; W4 = reflect_h(diag) ; W5 = invert(W4) ; W6 = overlap(W3, W5) ; W7 = overlap(W1, W6)",invert|invert|invert|reflect_h|invert|overlap|overlap,7,93.451
P_1769030103067_dl90jq9kw,27,7,7,1,add -> reflect_h -> reflect_v -> add -> add -> add -> add -> reflect_h -> add,"[""add"",""reflect_h"",""reflect_v"",""add"",""add"",""add"",""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""reflect_v"",""add"",""add"",""add"",""add"",""reflect_h"",""add""]","[""W1 = add(diag, line_v)"",""W2 = reflect_h(diag)"",""W3 = reflect_v(line_v)"",""W4 = add(W1, W2)"",""W5 = add(W3, W4)"",""W6 = add(line_h, line_v)"",""W7 = add(W5, W6)"",""W8 = reflect_h(line_h)"",""W9 = add(W7, W8)""]","W1 = add(diag, line_v) ; W2 = reflect_h(diag) ; W3 = reflect_v(line_v) ; W4 = add(W1, W2) ; W5 = add(W3, W4) ; W6 = add(line_h, line_v) ; W7 = add(W5, W6) ; W8 = reflect_h(line_h) ; W9 = add(W7, W8)",add|reflect_h|reflect_v|add|add|add|add|reflect_h|add,9,102.629
P_1769030103067_dl90jq9kw,27,8,8,0,reflect_h -> subtract -> invert -> add,"[""reflect_h"",""subtract"",""invert"",""add""]","[""reflect_h"",""subtract"",""invert"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = subtract(W1, tri)"",""W3 = invert(tri)"",""W4 = add(diag, diag)""]","W1 = reflect_h(line_h) ; W2 = subtract(W1, tri) ; W3 = invert(tri) ; W4 = add(diag, diag)",reflect_h|subtract|invert|add,4,284.0
P_1769030103067_dl90jq9kw,27,9,9,0,reflect_h -> add -> subtract -> reflect_d,"[""reflect_h"",""add"",""subtract"",""reflect_d""]","[""reflect_h"",""add"",""subtract"",""reflect_d""]","[""W1 = reflect_h(diag)"",""W2 = add(tri, W1)"",""W3 = subtract(W2, tri)"",""W4 = reflect_d(tri)""]","W1 = reflect_h(diag) ; W2 = add(tri, W1) ; W3 = subtract(W2, tri) ; W4 = reflect_d(tri)",reflect_h|add|subtract|reflect_d,4,100.224
P_1769030103067_dl90jq9kw,27,10,10,0,invert -> subtract,"[""invert"",""subtract""]","[""invert"",""subtract""]","[""W1 = invert(blank)"",""W2 = subtract(W1, square)""]","W1 = invert(blank) ; W2 = subtract(W1, square)",invert|subtract,2,68.046
P_1769030103067_dl90jq9kw,27,11,11,0,invert -> invert -> reflect_h -> invert,"[""invert"",""invert"",""reflect_h"",""invert""]","[""invert"",""invert"",""reflect_h"",""invert""]","[""W1 = invert(blank)"",""W2 = invert(line_h)"",""W3 = reflect_h(line_h)"",""W4 = invert(W3)""]",W1 = invert(blank) ; W2 = invert(line_h) ; W3 = reflect_h(line_h) ; W4 = invert(W3),invert|invert|reflect_h|invert,4,79.079
P_1769030103067_dl90jq9kw,27,12,12,1,add -> reflect_v -> add -> add -> reflect_h -> add -> add -> invert -> overlap -> reflect_v -> invert -> overlap -> add,"[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""add"",""invert"",""overlap"",""reflect_v"",""invert"",""overlap"",""add""]","[""add"",""reflect_v"",""add"",""add"",""reflect_h"",""add"",""add"",""invert"",""overlap"",""reflect_v"",""invert"",""overlap"",""add""]","[""W1 = add(square, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(W1, W2)"",""W4 = add(line_h, line_h)"",""W5 = reflect_h(line_h)"",""W6 = add(W5, line_h)"",""W7 = add(W3, W6)"",""W8 = invert(diag)"",""W9 = overlap(W7, W8)"",""W10 = reflect_v(diag)"",""W11 = invert(W10)"",""W12 = overlap(W9, W11)"",""W13 = add(W12, square)""]","W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = add(line_h, line_h) ; W5 = reflect_h(line_h) ; W6 = add(W5, line_h) ; W7 = add(W3, W6) ; W8 = invert(diag) ; W9 = overlap(W7, W8) ; W10 = reflect_v(diag) ; W11 = invert(W10) ; W12 = overlap(W9, W11) ; W13 = add(W12, square)",add|reflect_v|add|add|reflect_h|add|add|invert|overlap|reflect_v|invert|overlap|add,13,213.349
P_1769030103067_dl90jq9kw,27,13,13,1,reflect_v -> add -> invert -> overlap -> invert -> overlap,"[""reflect_v"",""add"",""invert"",""overlap"",""invert"",""overlap""]","[""reflect_v"",""add"",""invert"",""overlap"",""invert"",""overlap""]","[""W1 = reflect_v(diag)"",""W2 = add(diag, W1)"",""W3 = invert(H430)"",""W4 = overlap(W3, W2)"",""W5 = invert(line_v)"",""W6 = overlap(W4, W5)""]","W1 = reflect_v(diag) ; W2 = add(diag, W1) ; W3 = invert(H430) ; W4 = overlap(W3, W2) ; W5 = invert(line_v) ; W6 = overlap(W4, W5)",reflect_v|add|invert|overlap|invert|overlap,6,64.549
P_1769030103067_dl90jq9kw,27,14,14,0,add -> reflect_h -> add -> add -> reflect_v -> add -> add -> reflect_v -> add -> add -> reflect_h -> subtract -> subtract,"[""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""subtract"",""subtract""]","[""add"",""reflect_h"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_v"",""add"",""add"",""reflect_h"",""subtract"",""subtract""]","[""W1 = add(diag, line_h)"",""W2 = reflect_h(line_h)"",""W3 = add(W1, W2)"",""W4 = add(line_v, line_v)"",""W5 = reflect_v(line_v)"",""W6 = add(line_v, W5)"",""W7 = add(W3, W6)"",""W8 = reflect_v(diag)"",""W9 = add(W7, W8)"",""W10 = add(diag, diag)"",""W11 = reflect_h(diag)"",""W12 = subtract(W9, W11)"",""W13 = subtract(W12, diag)""]","W1 = add(diag, line_h) ; W2 = reflect_h(line_h) ; W3 = add(W1, W2) ; W4 = add(line_v, line_v) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) ; W8 = reflect_v(diag) ; W9 = add(W7, W8) ; W10 = add(diag, diag) ; W11 = reflect_h(diag) ; W12 = subtract(W9, W11) ; W13 = subtract(W12, diag)",add|reflect_h|add|add|reflect_v|add|add|reflect_v|add|add|reflect_h|subtract|subtract,13,158.92
P_1769034954030_bxiykamr2,28,1,1,1,add -> reflect_h -> reflect_v -> add -> add,"[""add"",""reflect_h"",""reflect_v"",""add"",""add""]","[""add"",""reflect_h"",""reflect_v"",""add"",""add""]","[""W1 = add(line_v, line_h)"",""W2 = reflect_h(line_h)"",""W3 = reflect_v(line_v)"",""W4 = add(W1, W2)"",""W5 = add(W4, W3)""]","W1 = add(line_v, line_h) ; W2 = reflect_h(line_h) ; W3 = reflect_v(line_v) ; W4 = add(W1, W2) ; W5 = add(W4, W3)",add|reflect_h|reflect_v|add|add,5,1915.248
P_1769034954030_bxiykamr2,28,2,2,1,add -> add -> reflect_h -> reflect_v -> add -> add -> add,"[""add"",""add"",""reflect_h"",""reflect_v"",""add"",""add"",""add""]","[""add"",""add"",""reflect_h"",""reflect_v"",""add"",""add"",""add""]","[""W1 = add(square, square)"",""W2 = add(line_v, line_h)"",""W3 = reflect_h(line_h)"",""W4 = reflect_v(line_v)"",""W5 = add(square, W2)"",""W6 = add(W5, W4)"",""W7 = add(W6, W3)""]","W1 = add(square, square) ; W2 = add(line_v, line_h) ; W3 = reflect_h(line_h) ; W4 = reflect_v(line_v) ; W5 = add(square, W2) ; W6 = add(W5, W4) ; W7 = add(W6, W3)",add|add|reflect_h|reflect_v|add|add|add,7,23.712
P_1769034954030_bxiykamr2,28,3,3,1,invert -> add -> reflect_h -> reflect_v -> subtract -> subtract -> subtract,"[""invert"",""add"",""reflect_h"",""reflect_v"",""subtract"",""subtract"",""subtract""]","[""invert"",""add"",""reflect_h"",""reflect_v"",""subtract"",""subtract"",""subtract""]","[""W1 = invert(square)"",""W2 = add(line_v, line_h)"",""W3 = reflect_h(line_h)"",""W4 = reflect_v(line_v)"",""W5 = subtract(W1, W2)"",""W6 = subtract(W5, W3)"",""W7 = subtract(W6, W4)""]","W1 = invert(square) ; W2 = add(line_v, line_h) ; W3 = reflect_h(line_h) ; W4 = reflect_v(line_v) ; W5 = subtract(W1, W2) ; W6 = subtract(W5, W3) ; W7 = subtract(W6, W4)",invert|add|reflect_h|reflect_v|subtract|subtract|subtract,7,156.432
P_1769034954030_bxiykamr2,28,4,4,1,add -> subtract -> add -> subtract -> reflect_h -> subtract,"[""add"",""subtract"",""add"",""subtract"",""reflect_h"",""subtract""]","[""add"",""subtract"",""add"",""subtract"",""reflect_h"",""subtract""]","[""W1 = add(square, square)"",""W2 = subtract(diag, diag)"",""W3 = add(diag, diag)"",""W4 = subtract(square, diag)"",""W5 = reflect_h(diag)"",""W6 = subtract(W4, W5)""]","W1 = add(square, square) ; W2 = subtract(diag, diag) ; W3 = add(diag, diag) ; W4 = subtract(square, diag) ; W5 = reflect_h(diag) ; W6 = subtract(W4, W5)",add|subtract|add|subtract|reflect_h|subtract,6,69.868
P_1769034954030_bxiykamr2,28,5,5,1,add -> add -> reflect_h -> add -> add,"[""add"",""add"",""reflect_h"",""add"",""add""]","[""add"",""add"",""reflect_h"",""add"",""add""]","[""W1 = add(square, square)"",""W2 = add(diag, diag)"",""W3 = reflect_h(diag)"",""W4 = add(square, diag)"",""W5 = add(W4, W3)""]","W1 = add(square, square) ; W2 = add(diag, diag) ; W3 = reflect_h(diag) ; W4 = add(square, diag) ; W5 = add(W4, W3)",add|add|reflect_h|add|add,5,23.471
P_1769034954030_bxiykamr2,28,6,6,1,invert -> add -> reflect_h -> subtract -> subtract,"[""invert"",""add"",""reflect_h"",""subtract"",""subtract""]","[""invert"",""add"",""reflect_h"",""subtract"",""subtract""]","[""W1 = invert(square)"",""W2 = add(diag, diag)"",""W3 = reflect_h(diag)"",""W4 = subtract(W1, diag)"",""W5 = subtract(W4, W3)""]","W1 = invert(square) ; W2 = add(diag, diag) ; W3 = reflect_h(diag) ; W4 = subtract(W1, diag) ; W5 = subtract(W4, W3)",invert|add|reflect_h|subtract|subtract,5,23.159
P_1769034954030_bxiykamr2,28,7,7,1,add -> reflect_h -> reflect_v -> add -> reflect_h -> add -> add -> add -> add,"[""add"",""reflect_h"",""reflect_v"",""add"",""reflect_h"",""add"",""add"",""add"",""add""]","[""add"",""reflect_h"",""reflect_v"",""add"",""reflect_h"",""add"",""add"",""add"",""add""]","[""W1 = add(line_h, line_v)"",""W2 = reflect_h(line_h)"",""W3 = reflect_v(line_v)"",""W4 = add(diag, diag)"",""W5 = reflect_h(diag)"",""W6 = add(W1, W2)"",""W7 = add(W6, W5)"",""W8 = add(W7, diag)"",""W9 = add(W8, W3)""]","W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = reflect_v(line_v) ; W4 = add(diag, diag) ; W5 = reflect_h(diag) ; W6 = add(W1, W2) ; W7 = add(W6, W5) ; W8 = add(W7, diag) ; W9 = add(W8, W3)",add|reflect_h|reflect_v|add|reflect_h|add|add|add|add,9,58.016
